pair,ticker_a,ticker_b,z_window,entry_z,forward_horizon_bars,trade_count,mean_event_return,median_event_return,win_rate,approx_annualized_return
ADANIPORTS|HCLTECH,ADANIPORTS,HCLTECH,120,1.5,10,5384,-0.010686966635555894,-0.009426892937219829,0.3523402674591382,-0.8004463909076274
ADANIPORTS|HCLTECH,ADANIPORTS,HCLTECH,120,2.0,10,2433,-0.011035897763173727,-0.009944153769130083,0.35018495684340323,-0.8107311442040621
ADANIPORTS|HDFCBANK,ADANIPORTS,HDFCBANK,60,1.0,10,9034,-0.008708576845062705,-0.007618953636061556,0.3569847243745849,-0.730721121910142
ADANIPORTS|HDFCBANK,ADANIPORTS,HDFCBANK,60,1.5,10,5168,-0.00888559249597894,-0.007161688545054897,0.35797213622291024,-0.7378388056847967
ADANIPORTS|HDFCBANK,ADANIPORTS,HDFCBANK,60,2.0,10,2412,-0.0071785630029614885,-0.0063129573190937914,0.3781094527363184,-0.660631224426077
ADANIPORTS|HDFCBANK,ADANIPORTS,HDFCBANK,120,1.0,10,8967,-0.008367887002485225,-0.007505258670345108,0.35708709713393555,-0.7164776001320068
ADANIPORTS|HDFCBANK,ADANIPORTS,HDFCBANK,120,1.5,10,5184,-0.009200448699038967,-0.007741190050849041,0.35204475308641975,-0.7500401902055187
ADANIPORTS|HDFCBANK,ADANIPORTS,HDFCBANK,120,2.0,10,2357,-0.009606313046383779,-0.007239182049083843,0.35723377174374205,-0.7649395812173325
ADANIPORTS|HINDUNILVR,ADANIPORTS,HINDUNILVR,60,1.0,10,9257,-0.00931099685235917,-0.00855286514861292,0.3514097439775305,-0.7541889855371913
ADANIPORTS|HINDUNILVR,ADANIPORTS,HINDUNILVR,60,1.5,10,5160,-0.008895187142717281,-0.008021557730241512,0.35852713178294576,-0.7382192154747497
ADANIPORTS|HINDUNILVR,ADANIPORTS,HINDUNILVR,60,2.0,10,2368,-0.00745706313676599,-0.007664340766553254,0.38091216216216217,-0.6746165366712003
ADANIPORTS|HINDUNILVR,ADANIPORTS,HINDUNILVR,120,1.0,10,9386,-0.009664785408886559,-0.008707974635672813,0.3474323460473045,-0.7670121296369857
ADANIPORTS|HINDUNILVR,ADANIPORTS,HINDUNILVR,120,1.5,10,5453,-0.009638735726033385,-0.008792176945345459,0.3495323675041262,-0.7660910522490946
ADANIPORTS|HINDUNILVR,ADANIPORTS,HINDUNILVR,120,2.0,10,2512,-0.009315872158969462,-0.008565848281718604,0.37101910828025475,-0.7543703691201635
ADANIPORTS|ICICIBANK,ADANIPORTS,ICICIBANK,60,1.0,10,9037,-0.009128606726596971,-0.00805324530404004,0.3473497842204271,-0.7473067978638248
ADANIPORTS|ICICIBANK,ADANIPORTS,ICICIBANK,60,1.5,10,5087,-0.009126099895357028,-0.008080899558220741,0.3581678789070179,-0.7472108855244688
ADANIPORTS|ICICIBANK,ADANIPORTS,ICICIBANK,60,2.0,10,2292,-0.007244084896272855,-0.007481312834560091,0.3712914485165794,-0.6639742896565908
ADANIPORTS|ICICIBANK,ADANIPORTS,ICICIBANK,120,1.0,10,8913,-0.008981050792450049,-0.008231484545623557,0.3504992707281499,-0.7415992308153513
ADANIPORTS|ICICIBANK,ADANIPORTS,ICICIBANK,120,1.5,10,5117,-0.008951955035577828,-0.008175784366515362,0.35665428962282586,-0.7404587630328547
ADANIPORTS|ICICIBANK,ADANIPORTS,ICICIBANK,120,2.0,10,2454,-0.008186367788405261,-0.007779921645746872,0.37571312143439284,-0.708585613233526
ADANIPORTS|INFY,ADANIPORTS,INFY,60,1.0,10,9487,-0.010622121486775568,-0.009452865464040939,0.34036049330663015,-0.798474799073489
ADANIPORTS|INFY,ADANIPORTS,INFY,60,1.5,10,5271,-0.010121303303719653,-0.008474794011100175,0.3629292354391956,-0.7825814089525737
ADANIPORTS|INFY,ADANIPORTS,INFY,60,2.0,10,2373,-0.00876366443572323,-0.0072688770902567465,0.3725242309313106,-0.7329564906410326
ADANIPORTS|INFY,ADANIPORTS,INFY,120,1.0,10,9382,-0.010281989677553671,-0.0093413725762546,0.34566190577701983,-0.7878119083410735
ADANIPORTS|INFY,ADANIPORTS,INFY,120,1.5,10,5350,-0.01066883970498183,-0.008991015989992806,0.3553271028037383,-0.7998971860761026
ADANIPORTS|INFY,ADANIPORTS,INFY,120,2.0,10,2617,-0.011124700773889705,-0.009631344381797675,0.3607183798242262,-0.8132634459373176
ADANIPORTS|ITC,ADANIPORTS,ITC,60,1.0,10,9254,-0.00941197192400468,-0.009061425409024557,0.3408255889345148,-0.7579187013359858
ADANIPORTS|ITC,ADANIPORTS,ITC,60,1.5,10,5122,-0.009256953577059406,-0.008562059812040128,0.34634908238969153,-0.752169396141361
ADANIPORTS|ITC,ADANIPORTS,ITC,60,2.0,10,2384,-0.009116709111566193,-0.007914180987762908,0.3624161073825503,-0.7468512689068877
ADANIPORTS|ITC,ADANIPORTS,ITC,120,1.0,10,9113,-0.00895652568995555,-0.009152665363982421,0.3381981784264238,-0.7406382496579369
ADANIPORTS|ITC,ADANIPORTS,ITC,120,1.5,10,5177,-0.00898272917119483,-0.009122478454266949,0.3361019895692486,-0.7416648662368486
ADANIPORTS|ITC,ADANIPORTS,ITC,120,2.0,10,2289,-0.00994719868811161,-0.008902398814079712,0.34338138925294887,-0.7767694963223977
ADANIPORTS|KOTAKBANK,ADANIPORTS,KOTAKBANK,60,1.0,10,9176,-0.009147363364531346,-0.008451791800087866,0.3441586748038361,-0.7480232879770161
ADANIPORTS|KOTAKBANK,ADANIPORTS,KOTAKBANK,60,1.5,10,5199,-0.008378062256537578,-0.0073957132304066815,0.36064627813040967,-0.7169136552192076
ADANIPORTS|KOTAKBANK,ADANIPORTS,KOTAKBANK,60,2.0,10,2283,-0.007285486890798208,-0.007023266175270526,0.37582128777923784,-0.666069819708494
ADANIPORTS|KOTAKBANK,ADANIPORTS,KOTAKBANK,120,1.0,10,9127,-0.009752036206852112,-0.009171648907751533,0.3355976772214309,-0.7700710223646419
ADANIPORTS|KOTAKBANK,ADANIPORTS,KOTAKBANK,120,1.5,10,5305,-0.009701434771998873,-0.008990483525252575,0.343449575871819,-0.768301898701135
ADANIPORTS|KOTAKBANK,ADANIPORTS,KOTAKBANK,120,2.0,10,2449,-0.009017678666008506,-0.007987488701686196,0.3499387505104124,-0.7430278599755851
ADANIPORTS|LT,ADANIPORTS,LT,60,1.0,10,9120,-0.009305354292978721,-0.008732149488221853,0.3280701754385965,-0.75397889055151
ADANIPORTS|LT,ADANIPORTS,LT,60,1.5,10,5088,-0.008613053387357728,-0.008078357772817164,0.3455188679245283,-0.7268007824737238
ADANIPORTS|LT,ADANIPORTS,LT,60,2.0,10,2342,-0.006855185457281088,-0.0073281020913195955,0.36891545687446625,-0.6436416762383737
ADANIPORTS|LT,ADANIPORTS,LT,120,1.0,10,9031,-0.008457664666064684,-0.007846639135488777,0.33263204517772116,-0.7203020616378725
ADANIPORTS|LT,ADANIPORTS,LT,120,1.5,10,5014,-0.008333682314761299,-0.007722480247803978,0.34144395692062224,-0.7150068795262792
ADANIPORTS|LT,ADANIPORTS,LT,120,2.0,10,2255,-0.005946405396095401,-0.006518052467961822,0.3764966740576497,-0.5912384703104023
ADANIPORTS|M&M,ADANIPORTS,M&M,60,1.0,10,9479,-0.011795809600830412,-0.01093167154698802,0.32345184091148854,-0.8313432714052947
ADANIPORTS|M&M,ADANIPORTS,M&M,60,1.5,10,5392,-0.011878060068549873,-0.010714819611526248,0.3228857566765579,-0.8334359202125684
ADANIPORTS|M&M,ADANIPORTS,M&M,60,2.0,10,2475,-0.011028981206966085,-0.010942265642546956,0.3276767676767677,-0.8105324861853879
ADANIPORTS|M&M,ADANIPORTS,M&M,120,1.0,10,9346,-0.010644193272234181,-0.010415601251753826,0.3217419216777231,-0.7991480458589761
ADANIPORTS|M&M,ADANIPORTS,M&M,120,1.5,10,5325,-0.011207477237331166,-0.01040314508615086,0.3307042253521127,-0.8155935768450928
ADANIPORTS|M&M,ADANIPORTS,M&M,120,2.0,10,2456,-0.012633486914884098,-0.011780566256042714,0.32369706840390877,-0.8514888434096128
ADANIPORTS|MARUTI,ADANIPORTS,MARUTI,60,1.0,10,9451,-0.010292296095328831,-0.009909987548939174,0.3275843826050153,-0.7881430940971481
ADANIPORTS|MARUTI,ADANIPORTS,MARUTI,60,1.5,10,5304,-0.010136785811701788,-0.00937193435322189,0.3372926093514329,-0.7830909055745209
ADANIPORTS|MARUTI,ADANIPORTS,MARUTI,60,2.0,10,2342,-0.009851027032053351,-0.009251644538583305,0.35055508112724165,-0.7734932230757205
ADANIPORTS|MARUTI,ADANIPORTS,MARUTI,120,1.0,10,9269,-0.01076284276751216,-0.01020107630684452,0.3208544611069155,-0.8027290608021573
ADANIPORTS|MARUTI,ADANIPORTS,MARUTI,120,1.5,10,5441,-0.011418558169841851,-0.010797925115322678,0.3201617349751884,-0.8214055290441724
ADANIPORTS|MARUTI,ADANIPORTS,MARUTI,120,2.0,10,2404,-0.011807203809145636,-0.010509223420467225,0.32362728785357736,-0.8316347182700694
ADANIPORTS|NESTLEIND,ADANIPORTS,NESTLEIND,60,1.0,10,9196,-0.009010335800948448,-0.00797666681137117,0.35221835580687255,-0.7427420899314152
ADANIPORTS|NESTLEIND,ADANIPORTS,NESTLEIND,60,1.5,10,5191,-0.008402927178212975,-0.007579904191918164,0.3602388749759199,-0.7179764271973967
ADANIPORTS|NESTLEIND,ADANIPORTS,NESTLEIND,60,2.0,10,2274,-0.007470177761202091,-0.006818723132073362,0.376429199648197,-0.6752608036147798
ADANIPORTS|NESTLEIND,ADANIPORTS,NESTLEIND,120,1.0,10,9150,-0.009356376209554484,-0.008319578857521302,0.3453551912568306,-0.7558721725454528
ADANIPORTS|NESTLEIND,ADANIPORTS,NESTLEIND,120,1.5,10,5304,-0.009311769471446131,-0.00849357428811729,0.3470965309200603,-0.7542177393509925
ADANIPORTS|NESTLEIND,ADANIPORTS,NESTLEIND,120,2.0,10,2386,-0.008921031845978852,-0.007223450123156929,0.3696563285834032,-0.7392411840601749
ADANIPORTS|ONGC,ADANIPORTS,ONGC,60,1.0,10,9014,-0.009471710550280319,-0.008555531475394375,0.3603283780785445,-0.7600987434018485
ADANIPORTS|ONGC,ADANIPORTS,ONGC,60,1.5,10,5099,-0.009003765065397197,-0.008296204696056424,0.37046479701902335,-0.7424861020500899
ADANIPORTS|ONGC,ADANIPORTS,ONGC,60,2.0,10,2239,-0.008853507240042833,-0.007771423502960166,0.38499330058061637,-0.7365626924359077
ADANIPORTS|ONGC,ADANIPORTS,ONGC,120,1.0,10,9083,-0.009369925360642312,-0.008933924138182295,0.3515358361774744,-0.7563725073714553
ADANIPORTS|ONGC,ADANIPORTS,ONGC,120,1.5,10,5119,-0.00999329619803296,-0.00871149155244471,0.35456143778081656,-0.7783231645627202
ADANIPORTS|ONGC,ADANIPORTS,ONGC,120,2.0,10,2365,-0.009294443570815861,-0.00837778271903198,0.3682875264270613,-0.7535721348102405
ADANIPORTS|RELIANCE,ADANIPORTS,RELIANCE,60,1.0,10,9139,-0.009776275250640684,-0.008511165201660236,0.3392056023634971,-0.7709137063695531
ADANIPORTS|RELIANCE,ADANIPORTS,RELIANCE,60,1.5,10,5170,-0.009824370459517144,-0.008746610895067862,0.34584139264990327,-0.7725766912254973
ADANIPORTS|RELIANCE,ADANIPORTS,RELIANCE,60,2.0,10,2313,-0.00813887817362206,-0.008511165201660236,0.3653264159100735,-0.7064851217581043
ADANIPORTS|RELIANCE,ADANIPORTS,RELIANCE,120,1.0,10,9302,-0.009754775403546455,-0.008608440167794284,0.3335841754461406,-0.7701664061891225
ADANIPORTS|RELIANCE,ADANIPORTS,RELIANCE,120,1.5,10,5305,-0.010787792088530791,-0.00900776425469153,0.33364750235626767,-0.8034739589833528
ADANIPORTS|RELIANCE,ADANIPORTS,RELIANCE,120,2.0,10,2534,-0.010768804695612224,-0.008996932975052458,0.34767166535122335,-0.8029073174365206
ADANIPORTS|SBIN,ADANIPORTS,SBIN,60,1.0,10,9199,-0.010996363138651774,-0.009549522074350445,0.3176432220893575,-0.8095928315975922
ADANIPORTS|SBIN,ADANIPORTS,SBIN,60,1.5,10,5285,-0.010539424955696888,-0.008824750732821351,0.3282876064333018,-0.7959323467547182
ADANIPORTS|SBIN,ADANIPORTS,SBIN,60,2.0,10,2422,-0.009371889326213684,-0.007930406211898335,0.34145334434351776,-0.7564449469262886
ADANIPORTS|SBIN,ADANIPORTS,SBIN,120,1.0,10,9293,-0.010842966824116377,-0.010125463540014257,0.31443021629183254,-0.8051113738558193
ADANIPORTS|SBIN,ADANIPORTS,SBIN,120,1.5,10,5374,-0.010630638430810902,-0.00936755960971223,0.3275027912169706,-0.7987348531852697
ADANIPORTS|SBIN,ADANIPORTS,SBIN,120,2.0,10,2554,-0.010700030754574376,-0.009414430586175648,0.32967893500391543,-0.8008412753801233
ADANIPORTS|SUNPHARMA,ADANIPORTS,SUNPHARMA,60,1.0,10,9250,-0.01062239780589612,-0.009299413036100868,0.34313513513513516,-0.7984832413646836
ADANIPORTS|SUNPHARMA,ADANIPORTS,SUNPHARMA,60,1.5,10,5204,-0.010548374335614832,-0.009103168585212597,0.34358186010760955,-0.7962090200679612
ADANIPORTS|SUNPHARMA,ADANIPORTS,SUNPHARMA,60,2.0,10,2291,-0.009456147006801651,-0.008682616188367083,0.3539938891313837,-0.7595326685640154
ADANIPORTS|SUNPHARMA,ADANIPORTS,SUNPHARMA,120,1.0,10,9434,-0.011236657026295607,-0.010208662160954462,0.322874708501166,-0.8164080744383392
ADANIPORTS|SUNPHARMA,ADANIPORTS,SUNPHARMA,120,1.5,10,5494,-0.012308213138807145,-0.010643176459566507,0.3187113214415726,-0.8439670347204997
ADANIPORTS|SUNPHARMA,ADANIPORTS,SUNPHARMA,120,2.0,10,2582,-0.011995284399697149,-0.010427039839473282,0.32610379550735863,-0.8363738874896773
ADANIPORTS|TCS,ADANIPORTS,TCS,60,1.0,10,9327,-0.010163779385647682,-0.009105743313534687,0.3459847753832958,-0.7839763721977129
ADANIPORTS|TCS,ADANIPORTS,TCS,60,1.5,10,5329,-0.009738512840051913,-0.009160267231107178,0.35972978044661286,-0.7695995374882394
ADANIPORTS|TCS,ADANIPORTS,TCS,60,2.0,10,2357,-0.008941892961758876,-0.008020841602816929,0.37887144675434875,-0.740063197030778
ADANIPORTS|TCS,ADANIPORTS,TCS,120,1.0,10,9092,-0.00995471963830983,-0.00871420513313428,0.3509678838539375,-0.7770237184751494
ADANIPORTS|TCS,ADANIPORTS,TCS,120,1.5,10,5241,-0.009937290908630226,-0.008927120365759602,0.35203205495134515,-0.7764341553659481
ADANIPORTS|TCS,ADANIPORTS,TCS,120,2.0,10,2432,-0.008899512714683576,-0.007821547867529574,0.36883223684210525,-0.7383905369393854
ADANIPORTS|TECHM,ADANIPORTS,TECHM,60,1.0,10,9554,-0.012152999276109536,-0.011738152447861345,0.32520410299351055,-0.8402455961435475
ADANIPORTS|TECHM,ADANIPORTS,TECHM,60,1.5,10,5523,-0.011901375029294843,-0.011290949213992488,0.33079847908745247,-0.834024402710051
ADANIPORTS|TECHM,ADANIPORTS,TECHM,60,2.0,10,2427,-0.009846974110670623,-0.009970116569351569,0.3547589616810878,-0.7733541085303578
ADANIPORTS|TECHM,ADANIPORTS,TECHM,120,1.0,10,9687,-0.011584414316287713,-0.011467029727241642,0.3275523898007639,-0.825844283730361
ADANIPORTS|TECHM,ADANIPORTS,TECHM,120,1.5,10,5664,-0.01080740152463075,-0.010621182169554905,0.3386299435028249,-0.8040574655859419
ADANIPORTS|TECHM,ADANIPORTS,TECHM,120,2.0,10,2522,-0.009972278099305202,-0.00967731116728262,0.35963521015067407,-0.7776161083473245
ADANIPORTS|ULTRACEMCO,ADANIPORTS,ULTRACEMCO,60,1.0,10,8895,-0.008779933949014737,-0.007981040829978856,0.35604272062956716,-0.7336131493152522
ADANIPORTS|ULTRACEMCO,ADANIPORTS,ULTRACEMCO,60,1.5,10,5227,-0.009273876733851433,-0.008872226753018662,0.3518270518461833,-0.7528035782560124
ADANIPORTS|ULTRACEMCO,ADANIPORTS,ULTRACEMCO,60,2.0,10,2281,-0.008084798298454677,-0.009096466701618424,0.35028496273564225,-0.7040748197442306
ADANIPORTS|ULTRACEMCO,ADANIPORTS,ULTRACEMCO,120,1.0,10,9019,-0.008630536442276715,-0.007625591705462871,0.3526998558598514,-0.7275225118451494
ADANIPORTS|ULTRACEMCO,ADANIPORTS,ULTRACEMCO,120,1.5,10,5184,-0.007968580778832293,-0.007070507011809409,0.3620756172839506,-0.6988283585938664
ADANIPORTS|ULTRACEMCO,ADANIPORTS,ULTRACEMCO,120,2.0,10,2366,-0.008851743980745168,-0.007766048509940374,0.3609467455621302,-0.7364923844862414
ADANIPORTS|WIPRO,ADANIPORTS,WIPRO,60,1.0,10,9432,-0.011031759731625977,-0.01003845224084587,0.3318490245971162,-0.81061231612624
ADANIPORTS|WIPRO,ADANIPORTS,WIPRO,60,1.5,10,5379,-0.011204733221910445,-0.00979807623826709,0.34076965978806467,-0.8155167985491389
ADANIPORTS|WIPRO,ADANIPORTS,WIPRO,60,2.0,10,2374,-0.009163019552930345,-0.008269501873475811,0.37194608256107836,-0.7486197976619522
ADANIPORTS|WIPRO,ADANIPORTS,WIPRO,120,1.0,10,9422,-0.010922664240220715,-0.009817748647108382,0.33400551899808956,-0.8074526488030405
ADANIPORTS|WIPRO,ADANIPORTS,WIPRO,120,1.5,10,5374,-0.011592353962353906,-0.010340797472222059,0.32954968366207665,-0.8260539993019687
ADANIPORTS|WIPRO,ADANIPORTS,WIPRO,120,2.0,10,2513,-0.012487512693238246,-0.01053742604045321,0.3394349383207322,-0.8481588752882434
AXISBANK|BAJAJ-AUTO,AXISBANK,BAJAJ-AUTO,60,1.0,10,9211,-0.008017757403885472,-0.007860032847039932,0.34447942677233745,-0.7010595442091719
AXISBANK|BAJAJ-AUTO,AXISBANK,BAJAJ-AUTO,60,1.5,10,5214,-0.008330728655306973,-0.00815726822586587,0.34618335251246646,-0.7148795242722228
AXISBANK|BAJAJ-AUTO,AXISBANK,BAJAJ-AUTO,60,2.0,10,2306,-0.009042986075317212,-0.008871298765338279,0.34865568083261056,-0.744010361124329
AXISBANK|BAJAJ-AUTO,AXISBANK,BAJAJ-AUTO,120,1.0,10,9287,-0.008080418306676631,-0.007813439711941268,0.3427371594702272,-0.7038787480931031
AXISBANK|BAJAJ-AUTO,AXISBANK,BAJAJ-AUTO,120,1.5,10,5045,-0.007758535830447084,-0.007412480099476482,0.3605550049554014,-0.6891107309791908
AXISBANK|BAJAJ-AUTO,AXISBANK,BAJAJ-AUTO,120,2.0,10,2283,-0.009499771191945904,-0.008653250635117122,0.3618046430135786,-0.761116018065503
AXISBANK|BHARTIARTL,AXISBANK,BHARTIARTL,60,1.0,10,9384,-0.010523223284748053,-0.008925013139321734,0.3256606990622336,-0.7954305167380282
AXISBANK|BHARTIARTL,AXISBANK,BHARTIARTL,60,1.5,10,5316,-0.010778322429397993,-0.009250171004552079,0.3231753197893153,-0.8031915581258755
AXISBANK|BHARTIARTL,AXISBANK,BHARTIARTL,60,2.0,10,2389,-0.011036829774308374,-0.008770253510210525,0.3344495604855588,-0.8107578976973693
AXISBANK|BHARTIARTL,AXISBANK,BHARTIARTL,120,1.0,10,9212,-0.009338802241280732,-0.008059870051262954,0.33955709943551887,-0.7552216909207214
AXISBANK|BHARTIARTL,AXISBANK,BHARTIARTL,120,1.5,10,5302,-0.010015312235701677,-0.008509023850041961,0.33798566578649564,-0.7790613972514371
AXISBANK|BHARTIARTL,AXISBANK,BHARTIARTL,120,2.0,10,2359,-0.012893725004861684,-0.00992993273799373,0.32428995337007205,-0.8572464535124079
AXISBANK|BPCL,AXISBANK,BPCL,60,1.0,10,9359,-0.009258117899625159,-0.009217734808684916,0.3476867186665242,-0.752213079945661
AXISBANK|BPCL,AXISBANK,BPCL,60,1.5,10,5290,-0.009271419391476445,-0.009495952053989508,0.34631379962192815,-0.7527115914058247
