entry_date,reason,expiry_date,total_entry_contracts
2024-02-27,missing_spot_expiry,2024-03-07,
2024-02-28,missing_spot_expiry,2024-03-07,
2024-02-29,missing_spot_expiry,2024-03-07,
2024-03-01,missing_spot_expiry,2024-03-07,
2024-03-04,missing_spot_expiry,2024-03-07,
2024-03-05,liquidity_below_min_entry_contracts,2024-03-14,32590.0
2024-03-12,uptrend_gate_false,,
2024-03-13,uptrend_gate_false,,
2024-03-14,uptrend_gate_false,,
2024-03-18,uptrend_gate_false,,
2024-03-19,uptrend_gate_false,,
2024-03-20,uptrend_gate_false,,
2024-03-21,uptrend_gate_false,,
2024-03-26,uptrend_gate_false,,
2024-03-27,liquidity_below_min_entry_contracts,2024-04-04,38642.0
2024-04-02,missing_spot_expiry,2024-04-10,
2024-04-03,missing_spot_expiry,2024-04-10,
2024-04-04,missing_spot_expiry,2024-04-10,
2024-04-08,liquidity_below_min_entry_contracts,2024-04-18,18966.0
2024-04-09,liquidity_below_min_entry_contracts,2024-04-18,15243.0
2024-04-15,uptrend_gate_false,,
2024-04-18,uptrend_gate_false,,
2024-04-23,liquidity_below_min_entry_contracts,2024-05-02,26265.0
2024-04-24,liquidity_below_min_entry_contracts,2024-05-02,19875.0
2024-05-06,uptrend_gate_false,,
2024-05-07,uptrend_gate_false,,
2024-05-08,uptrend_gate_false,,
2024-05-09,uptrend_gate_false,,
2024-05-13,uptrend_gate_false,,
2024-05-14,uptrend_gate_false,,
2024-05-29,uptrend_gate_false,,
2024-05-30,liquidity_below_min_entry_contracts,2024-06-06,118.0
2024-06-03,uptrend_gate_false,,
2024-06-04,liquidity_below_min_entry_contracts,2024-06-13,26237.0
2024-06-12,liquidity_below_min_entry_contracts,2024-06-20,20364.0
2024-06-19,liquidity_below_min_entry_contracts,2024-06-27,47875.0
2024-06-25,liquidity_below_min_entry_contracts,2024-07-04,26174.0
2024-07-02,liquidity_below_min_entry_contracts,2024-07-11,26047.0
2024-07-03,liquidity_below_min_entry_contracts,2024-07-11,38734.0
