candidate_id,experiment_id,fold_id,top_k,rebalance_rule,core_weight,active_weight,active_gate,fold_trade_dates,rebalance_count,active_gate_pass_count,strategy_total_return,strategy_annualized_return,buyhold_total_return,buyhold_annualized_return,excess_vs_buyhold_annualized,beats_buyhold
E1006_core0.60_active0.40_top10_r30_breadth_adv_50,E1006,1,10,every_30_session_open,0.6,0.4,breadth_adv_50,247,9,3,0.16526823960448023,0.16743497993990553,0.19449598268530474,0.19707720068353063,-0.029642220743625103,False
E1006_core0.60_active0.40_top10_r30_breadth_adv_50,E1006,2,10,every_30_session_open,0.6,0.4,breadth_adv_50,246,9,8,0.12725936088916123,0.1294571698638367,0.1530818063625,0.15575551743230043,-0.02629834756846372,False
E1006_core0.60_active0.40_top10_r30_breadth_adv_50,E1006,3,10,every_30_session_open,0.6,0.4,breadth_adv_50,246,9,6,0.2064440992728902,0.21013138335656212,0.1517088775841932,0.15435704290603414,0.05577434045052798,True
E1006_core0.60_active0.40_top10_r30_breadth_adv_50,E1006,4,10,every_30_session_open,0.6,0.4,breadth_adv_50,246,9,6,-0.08535894252510634,-0.08668493241565278,-0.11263091701269487,-0.11435339804670264,0.027668465631049854,True
E1006_core0.60_active0.40_top10_r30_breadth_adv_50,E1006,5,10,every_30_session_open,0.6,0.4,breadth_adv_50,246,9,6,0.7231474620150198,0.738461535462458,0.6301832688063241,0.643188664830973,0.09527287063148493,True
E1006_core0.60_active0.40_top10_r30_breadth_adv_50,E1006,6,10,every_30_session_open,0.6,0.4,breadth_adv_50,246,9,5,0.1039350960787726,0.10571145672252591,0.05206663818163486,0.052935275841824225,0.052776180880701684,True
E1006_core0.60_active0.40_top10_r30_breadth_adv_50,E1006,7,10,every_30_session_open,0.6,0.4,breadth_adv_50,246,9,5,0.17296242593822564,0.17600906960660878,0.17156338661733686,0.17458360256614847,0.0014254670404603154,True
E1006_core0.60_active0.40_top10_r30_breadth_adv_50,E1006,8,10,every_30_session_open,0.6,0.4,breadth_adv_50,246,9,8,0.4039937783133478,0.41176160069493495,0.34306834945554576,0.3495252380012348,0.06223636269370014,True
E1006_core0.60_active0.40_top10_r30_breadth_adv_50,E1006,9,10,every_30_session_open,0.6,0.4,breadth_adv_50,246,9,3,0.0758671143537264,0.0771471416452747,0.09475670591763041,0.09636944844352513,-0.019222306798250433,False
E1006_core0.60_active0.40_top10_r30_breadth_adv_50,E1006,10,10,every_30_session_open,0.6,0.4,breadth_adv_50,246,9,3,0.026644873161948412,0.027083938346036174,0.0022916103061673544,0.0023289156189656435,0.02475502272707053,True
E1006_core0.00_active1.00_top5_r15_breadth_adv_50,E1006,1,5,every_15_session_open,0.0,1.0,breadth_adv_50,247,17,7,0.18613819726804404,0.1885999848404376,0.19449598268530474,0.19707720068353063,-0.008477215843093022,False
E1006_core0.00_active1.00_top5_r15_breadth_adv_50,E1006,2,5,every_15_session_open,0.0,1.0,breadth_adv_50,246,17,14,-0.022226200797723195,-0.022583490758347757,0.1530818063625,0.15575551743230043,-0.17833900819064818,False
E1006_core0.00_active1.00_top5_r15_breadth_adv_50,E1006,3,5,every_15_session_open,0.0,1.0,breadth_adv_50,246,17,13,0.18751477619811263,0.19083794574489166,0.1517088775841932,0.15435704290603414,0.03648090283885752,True
E1006_core0.00_active1.00_top5_r15_breadth_adv_50,E1006,4,5,every_15_session_open,0.0,1.0,breadth_adv_50,246,17,11,-0.05552184871487631,-0.05639869615808346,-0.11263091701269487,-0.11435339804670264,0.057954701888619176,True
E1006_core0.00_active1.00_top5_r15_breadth_adv_50,E1006,5,5,every_15_session_open,0.0,1.0,breadth_adv_50,246,17,8,0.5091576828234501,0.5192906773493811,0.6301832688063241,0.643188664830973,-0.12389798748159198,False
E1006_core0.00_active1.00_top5_r15_breadth_adv_50,E1006,6,5,every_15_session_open,0.0,1.0,breadth_adv_50,246,17,9,0.14498434896128987,0.14750778476205184,0.05206663818163486,0.052935275841824225,0.09457250892022762,True
E1006_core0.00_active1.00_top5_r15_breadth_adv_50,E1006,7,5,every_15_session_open,0.0,1.0,breadth_adv_50,246,17,12,0.29354685527999247,0.29897191305069315,0.17156338661733686,0.17458360256614847,0.12438831048454468,True
E1006_core0.00_active1.00_top5_r15_breadth_adv_50,E1006,8,5,every_15_session_open,0.0,1.0,breadth_adv_50,246,17,13,0.46356623590922785,0.47265838357105716,0.34306834945554576,0.3495252380012348,0.12313314556982236,True
E1006_core0.00_active1.00_top5_r15_breadth_adv_50,E1006,9,5,every_15_session_open,0.0,1.0,breadth_adv_50,246,17,5,0.1102416623646647,0.1121311794092974,0.09475670591763041,0.09636944844352513,0.01576173096577227,True
E1006_core0.00_active1.00_top5_r15_breadth_adv_50,E1006,10,5,every_15_session_open,0.0,1.0,breadth_adv_50,246,17,5,0.1004260548349778,0.10213971203025785,0.0022916103061673544,0.0023289156189656435,0.0998107964112922,True
E1006_core0.60_active0.40_top3_r30_strong_spread,E1006,1,3,every_30_session_open,0.6,0.4,strong_spread,247,9,4,0.09541600330736455,0.09662918308592516,0.19449598268530474,0.19707720068353063,-0.10044801759760547,False
E1006_core0.60_active0.40_top3_r30_strong_spread,E1006,2,3,every_30_session_open,0.6,0.4,strong_spread,246,9,4,0.13765325456667354,0.14004145533520607,0.1530818063625,0.15575551743230043,-0.01571406209709436,False
E1006_core0.60_active0.40_top3_r30_strong_spread,E1006,3,3,every_30_session_open,0.6,0.4,strong_spread,246,9,4,0.20162450601552062,0.20521861274924813,0.1517088775841932,0.15435704290603414,0.050861569843213994,True
E1006_core0.60_active0.40_top3_r30_strong_spread,E1006,4,3,every_30_session_open,0.6,0.4,strong_spread,246,9,4,-0.04614081686043281,-0.04687321145670764,-0.11263091701269487,-0.11435339804670264,0.067480186589995,True
E1006_core0.60_active0.40_top3_r30_strong_spread,E1006,5,3,every_30_session_open,0.6,0.4,strong_spread,246,9,4,0.751922110909125,0.7679679346179245,0.6301832688063241,0.643188664830973,0.12477926978695142,True
E1006_core0.60_active0.40_top3_r30_strong_spread,E1006,6,3,every_30_session_open,0.6,0.4,strong_spread,246,9,4,0.05270826504831749,0.053587877273304496,0.05206663818163486,0.052935275841824225,0.0006526014314802708,True
E1006_core0.60_active0.40_top3_r30_strong_spread,E1006,7,3,every_30_session_open,0.6,0.4,strong_spread,246,9,4,0.12795631192880164,0.1301668379422607,0.17156338661733686,0.17458360256614847,-0.04441676462388777,False
E1006_core0.60_active0.40_top3_r30_strong_spread,E1006,8,3,every_30_session_open,0.6,0.4,strong_spread,246,9,4,0.4946221984019532,0.5044208286765834,0.34306834945554576,0.3495252380012348,0.15489559067534864,True
E1006_core0.60_active0.40_top3_r30_strong_spread,E1006,9,3,every_30_session_open,0.6,0.4,strong_spread,246,9,4,0.04806186896289799,0.048862154341862585,0.09475670591763041,0.09636944844352513,-0.047507294101662545,False
E1006_core0.60_active0.40_top3_r30_strong_spread,E1006,10,3,every_30_session_open,0.6,0.4,strong_spread,246,9,4,0.03218252461495896,0.03271428616992522,0.0022916103061673544,0.0023289156189656435,0.03038537055095958,True
E1006_core0.30_active0.70_top5_r30_strong_spread,E1006,1,5,every_30_session_open,0.30000000000000004,0.7,strong_spread,247,9,4,0.0375449228447402,0.03800949331617787,0.19449598268530474,0.19707720068353063,-0.15906770736735276,False
E1006_core0.30_active0.70_top5_r30_strong_spread,E1006,2,5,every_30_session_open,0.30000000000000004,0.7,strong_spread,246,9,4,0.13216909369557972,0.1344566406164278,0.1530818063625,0.15575551743230043,-0.021298876815872614,False
E1006_core0.30_active0.70_top5_r30_strong_spread,E1006,3,5,every_30_session_open,0.30000000000000004,0.7,strong_spread,246,9,4,0.18905416220506321,0.1924067568460428,0.1517088775841932,0.15435704290603414,0.03804971394000867,True
E1006_core0.30_active0.70_top5_r30_strong_spread,E1006,4,5,every_30_session_open,0.30000000000000004,0.7,strong_spread,246,9,4,0.010395361135302261,0.010565281220654033,-0.11263091701269487,-0.11435339804670264,0.12491867926735667,True
E1006_core0.30_active0.70_top5_r30_strong_spread,E1006,5,5,every_30_session_open,0.30000000000000004,0.7,strong_spread,246,9,4,0.7752306111944818,0.7918749627693755,0.6301832688063241,0.643188664830973,0.1486862979384025,True
E1006_core0.30_active0.70_top5_r30_strong_spread,E1006,6,5,every_30_session_open,0.30000000000000004,0.7,strong_spread,246,9,4,0.05961329865334419,0.060611425033500144,0.05206663818163486,0.052935275841824225,0.007676149191675918,True
E1006_core0.30_active0.70_top5_r30_strong_spread,E1006,7,5,every_30_session_open,0.30000000000000004,0.7,strong_spread,246,9,4,0.153195808469913,0.15587164196675585,0.17156338661733686,0.17458360256614847,-0.01871196059939262,False
E1006_core0.30_active0.70_top5_r30_strong_spread,E1006,8,5,every_30_session_open,0.30000000000000004,0.7,strong_spread,246,9,4,0.505918567601648,0.5159768493060191,0.34306834945554576,0.3495252380012348,0.16645161130478425,True
E1006_core0.30_active0.70_top5_r30_strong_spread,E1006,9,5,every_30_session_open,0.30000000000000004,0.7,strong_spread,246,9,4,0.024839124958179637,0.025248069829626685,0.09475670591763041,0.09636944844352513,-0.07112137861389844,False
E1006_core0.30_active0.70_top5_r30_strong_spread,E1006,10,5,every_30_session_open,0.30000000000000004,0.7,strong_spread,246,9,4,0.03769858521820013,0.03832317005369812,0.0022916103061673544,0.0023289156189656435,0.035994254434732476,True
E1006_core0.80_active0.20_top5_r30_trend_score_positive,E1006,1,5,every_30_session_open,0.8,0.2,trend_score_positive,247,9,4,0.1750974555086131,0.17740258696328182,0.19449598268530474,0.19707720068353063,-0.019674613720248812,False
E1006_core0.80_active0.20_top5_r30_trend_score_positive,E1006,2,5,every_30_session_open,0.8,0.2,trend_score_positive,246,9,7,0.1317164199097296,0.13399567828076187,0.1530818063625,0.15575551743230043,-0.021759839151538563,False
E1006_core0.80_active0.20_top5_r30_trend_score_positive,E1006,3,5,every_30_session_open,0.8,0.2,trend_score_positive,246,9,6,0.1973774852599668,0.20088974972218354,0.1517088775841932,0.15435704290603414,0.046532706816149405,True
E1006_core0.80_active0.20_top5_r30_trend_score_positive,E1006,4,5,every_30_session_open,0.8,0.2,trend_score_positive,246,9,6,-0.09951977675798529,-0.10105334272333655,-0.11263091701269487,-0.11435339804670264,0.013300055323366089,True
E1006_core0.80_active0.20_top5_r30_trend_score_positive,E1006,5,5,every_30_session_open,0.8,0.2,trend_score_positive,246,9,8,0.6878221846766153,0.7022488909408875,0.6301832688063241,0.643188664830973,0.05906022610991446,True
E1006_core0.80_active0.20_top5_r30_trend_score_positive,E1006,6,5,every_30_session_open,0.8,0.2,trend_score_positive,246,9,4,0.08879941781628875,0.0903066438988056,0.05206663818163486,0.052935275841824225,0.03737136805698138,True
E1006_core0.80_active0.20_top5_r30_trend_score_positive,E1006,7,5,every_30_session_open,0.8,0.2,trend_score_positive,246,9,6,0.15393891403980753,0.1566285868308237,0.17156338661733686,0.17458360256614847,-0.017955015735324764,False
E1006_core0.80_active0.20_top5_r30_trend_score_positive,E1006,8,5,every_30_session_open,0.8,0.2,trend_score_positive,246,9,6,0.3954535404264561,0.40303491106178235,0.34306834945554576,0.3495252380012348,0.05350967306054755,True
E1006_core0.80_active0.20_top5_r30_trend_score_positive,E1006,9,5,every_30_session_open,0.8,0.2,trend_score_positive,246,9,3,0.09791286703444846,0.0995817295779513,0.09475670591763041,0.09636944844352513,0.003212281134426176,True
E1006_core0.80_active0.20_top5_r30_trend_score_positive,E1006,10,5,every_30_session_open,0.8,0.2,trend_score_positive,246,9,3,0.00938022787585635,0.009533476667434204,0.0022916103061673544,0.0023289156189656435,0.007204561048468561,True
E1006_core0.80_active0.20_top5_r30_always,E1006,1,5,every_30_session_open,0.8,0.2,always,247,9,9,0.12376024780382333,0.1253539374239927,0.19449598268530474,0.19707720068353063,-0.07172326325953793,False
E1006_core0.80_active0.20_top5_r30_always,E1006,2,5,every_30_session_open,0.8,0.2,always,246,9,9,0.12054732748883579,0.1226230300188147,0.1530818063625,0.15575551743230043,-0.033132487413485734,False
E1006_core0.80_active0.20_top5_r30_always,E1006,3,5,every_30_session_open,0.8,0.2,always,246,9,9,0.18206374663542446,0.18528298685549127,0.1517088775841932,0.15435704290603414,0.030925943949457135,True
E1006_core0.80_active0.20_top5_r30_always,E1006,4,5,every_30_session_open,0.8,0.2,always,246,9,9,-0.10080526002972823,-0.1023574881745124,-0.11263091701269487,-0.11435339804670264,0.011995909872190236,True
E1006_core0.80_active0.20_top5_r30_always,E1006,5,5,every_30_session_open,0.8,0.2,always,246,9,9,0.6678133565433908,0.6817428933943865,0.6301832688063241,0.643188664830973,0.038554228563413506,True
E1006_core0.80_active0.20_top5_r30_always,E1006,6,5,every_30_session_open,0.8,0.2,always,246,9,9,0.07161922297793866,0.07282518162162144,0.05206663818163486,0.052935275841824225,0.019889905779797212,True
E1006_core0.80_active0.20_top5_r30_always,E1006,7,5,every_30_session_open,0.8,0.2,always,246,9,9,0.1668796123019407,0.16981155382868574,0.17156338661733686,0.17458360256614847,-0.004772048737462731,False
E1006_core0.80_active0.20_top5_r30_always,E1006,8,5,every_30_session_open,0.8,0.2,always,246,9,9,0.4301270165746969,0.438470723842854,0.34306834945554576,0.3495252380012348,0.08894548584161921,True
E1006_core0.80_active0.20_top5_r30_always,E1006,9,5,every_30_session_open,0.8,0.2,always,246,9,9,0.08025345964053243,0.08161026092476287,0.09475670591763041,0.09636944844352513,-0.014759187518762262,False
E1006_core0.80_active0.20_top5_r30_always,E1006,10,5,every_30_session_open,0.8,0.2,always,246,9,9,0.0262817578052863,0.02671476191770661,0.0022916103061673544,0.0023289156189656435,0.024385846298740965,True
