Date,Ticker,EventDate,Source,Purpose,Company,SourceUrl,FetchedAtIST
2025-02-11,SINTERCOM,2025-02-11,NSE corporates-financial-results quarterly,Third Quarter,Sintercom India Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-11,SIRCA,2025-02-11,NSE corporates-financial-results quarterly,Third Quarter,Sirca Paints India Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-29,SIS,2025-01-29,NSE corporates-financial-results quarterly,Third Quarter,SIS LIMITED,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-04-29,SITINET,2025-04-29,NSE corporates-financial-results quarterly,Third Quarter,Siti Networks Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-25,SIYSIL,2025-01-25,NSE corporates-financial-results quarterly,Third Quarter,Siyaram Silk Mills Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-30,SJS,2025-01-30,NSE corporates-financial-results quarterly,Third Quarter,S.J.S. Enterprises Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-31,SJS,2025-01-31,NSE corporates-financial-results quarterly,Third Quarter,S.J.S. Enterprises Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,SJVN,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,SJVN Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-12,SKFINDIA,2025-02-12,NSE corporates-financial-results quarterly,Third Quarter,SKF India Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-06,SKIPPER,2025-02-06,NSE corporates-financial-results quarterly,Third Quarter,Skipper Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-03-20,SKIPPER,2025-03-20,NSE corporates-financial-results quarterly,Third Quarter,Skipper Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-08,SKMEGGPROD,2025-02-08,NSE corporates-financial-results quarterly,Third Quarter,SKM Egg Products Export (India) Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-03,SKYGOLD,2025-02-03,NSE corporates-financial-results quarterly,Third Quarter,SKY GOLD AND DIAMONDS LIMITED,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-10,SMARTLINK,2025-02-10,NSE corporates-financial-results quarterly,Third Quarter,Smartlink Holdings Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-29,SMCGLOBAL,2025-01-29,NSE corporates-financial-results quarterly,Third Quarter,SMC Global Securities Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-07,SMLMAH,2025-02-07,NSE corporates-financial-results quarterly,Third Quarter,SML Mahindra Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2026-07-20,SMLMAH,2026-07-20,NSE event-calendar,Financial Results,SML Mahindra Limited,https://www.nseindia.com/api/event-calendar,2026-07-03T14:04:51.745795+05:30
2025-02-04,SMLT,2025-02-04,NSE corporates-financial-results quarterly,Third Quarter,Sarthak Metals Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-12,SMSPHARMA,2025-02-12,NSE corporates-financial-results quarterly,Third Quarter,SMS Pharmaceuticals Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-04,SNOWMAN,2025-02-04,NSE corporates-financial-results quarterly,Third Quarter,Snowman Logistics Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-07,SOBHA,2025-02-07,NSE corporates-financial-results quarterly,Third Quarter,Sobha Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-11,SOFTTECH,2025-02-11,NSE corporates-financial-results quarterly,Third Quarter,Softtech Engineers Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-03-10,SOFTTECH,2025-03-10,NSE corporates-financial-results quarterly,Third Quarter,Softtech Engineers Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-24,SOLARA,2025-01-24,NSE corporates-financial-results quarterly,Third Quarter,Solara Active Pharma Sciences Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-06,SOLARINDS,2025-02-06,NSE corporates-financial-results quarterly,Third Quarter,Solar Industries India Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-06,SOMANYCERA,2025-02-06,NSE corporates-financial-results quarterly,Third Quarter,Somany Ceramics Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-07,SOMATEX,2025-02-07,NSE corporates-financial-results quarterly,Third Quarter,Soma Textiles & Industries Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,SOMICONVEY,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,Somi Conveyor Beltings Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-23,SONACOMS,2025-01-23,NSE corporates-financial-results quarterly,Third Quarter,Sona BLW Precision Forgings Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-03,SONAMLTD,2025-02-03,NSE corporates-financial-results quarterly,Third Quarter,SONAM LIMITED,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-06,SONATSOFTW,2025-02-06,NSE corporates-financial-results quarterly,Third Quarter,Sonata Software Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-13,SOTL,2025-02-13,NSE corporates-financial-results quarterly,Third Quarter,Savita Oil Technologies Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-21,SOUTHBANK,2025-01-21,NSE corporates-financial-results quarterly,Third Quarter,The South Indian Bank Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-05,SOUTHWEST,2025-02-05,NSE corporates-financial-results quarterly,Third Quarter,South West Pinnacle Exploration Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-11,SPAL,2025-02-11,NSE corporates-financial-results quarterly,Third Quarter,S. P. Apparels Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-23,SPANDANA,2025-01-23,NSE corporates-financial-results quarterly,Third Quarter,Spandana Sphoorty Financial Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-10,SPARC,2025-02-10,NSE corporates-financial-results quarterly,Third Quarter,Sun Pharma Advanced Research Company Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-15,SPCENET,2025-02-15,NSE corporates-financial-results quarterly,Third Quarter,Spacenet Enterprises India Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-31,SPECIALITY,2025-01-31,NSE corporates-financial-results quarterly,Third Quarter,Speciality Restaurants Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-16,SPENCERS,2025-01-16,NSE corporates-financial-results quarterly,Third Quarter,Spencer's Retail Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-07,SPIC,2025-02-07,NSE corporates-financial-results quarterly,Third Quarter,Southern Petrochemicals Industries Corporation  Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,SPLIL,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,SPL Industries Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-17,SPLPETRO,2025-01-17,NSE corporates-financial-results quarterly,Third Quarter,Supreme Petrochem Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,SPMLINFRA,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,SPML Infra Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-25,SPORTKING,2025-01-25,NSE corporates-financial-results quarterly,Third Quarter,Sportking India Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-03-07,SPORTKING,2025-03-07,NSE corporates-financial-results quarterly,Third Quarter,Sportking India Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,SRD,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,Shankar Lal Rampal Dye-Chem Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-12,SREEL,2025-02-12,NSE corporates-financial-results quarterly,Third Quarter,Sreeleathers Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-29,SRF,2025-01-29,NSE corporates-financial-results quarterly,Third Quarter,SRF Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-01,SRGHFL,2025-02-01,NSE corporates-financial-results quarterly,Third Quarter,SRG Housing Finance Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-15,SRHHYPOLTD,2025-02-15,NSE corporates-financial-results quarterly,Third Quarter,Sree Rayalaseema Hi-Strength Hypo Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-11,SRM,2025-02-11,NSE corporates-financial-results quarterly,Third Quarter,SRM Contractors Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-04,SRPL,2025-02-04,NSE corporates-financial-results quarterly,Third Quarter,Shree Ram Proteins Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2026-07-31,SRPL,2026-07-31,NSE event-calendar,Financial Results,Shree Ram Proteins Limited,https://www.nseindia.com/api/event-calendar,2026-07-03T14:04:51.745795+05:30
2025-02-13,SSDL,2025-02-13,NSE corporates-financial-results quarterly,Third Quarter,Saraswati Saree Depot Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,SSDL,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,Saraswati Saree Depot Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-17,SSWL,2025-01-17,NSE corporates-financial-results quarterly,Third Quarter,Steel Strips Wheels Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2026-07-15,SSWL,2026-07-15,NSE event-calendar,Financial Results/Other business matters,Steel Strips Wheels Limited,https://www.nseindia.com/api/event-calendar,2026-07-03T14:04:51.745795+05:30
2025-02-12,STALLION,2025-02-12,NSE corporates-financial-results quarterly,Third Quarter,Stallion India Fluorochemicals Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-12,STANLEY,2025-02-12,NSE corporates-financial-results quarterly,Third Quarter,Stanley Lifestyles Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-03-21,STANLEY,2025-03-21,NSE corporates-financial-results quarterly,Third Quarter,Stanley Lifestyles Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-30,STAR,2025-01-30,NSE corporates-financial-results quarterly,Third Quarter,Strides Pharma Science Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-30,STARCEMENT,2025-01-30,NSE corporates-financial-results quarterly,Third Quarter,Star Cement Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-03-06,STARCEMENT,2025-03-06,NSE corporates-financial-results quarterly,Third Quarter,Star Cement Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2026-07-29,STARHEALTH,2026-07-29,NSE event-calendar,Financial Results,Star Health and Allied Insurance Company Limited,https://www.nseindia.com/api/event-calendar,2026-07-03T14:04:51.745795+05:30
2025-02-13,STARPAPER,2025-02-13,NSE corporates-financial-results quarterly,Third Quarter,Star Paper Mills Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-29,STARTECK,2025-01-29,NSE corporates-financial-results quarterly,Third Quarter,Starteck Finance Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-07,STCINDIA,2025-02-07,NSE corporates-financial-results quarterly,Third Quarter,The State Trading Corporation of India Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-29,STEELCAS,2025-01-29,NSE corporates-financial-results quarterly,Third Quarter,Steelcast Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-03-06,STEELCAS,2025-03-06,NSE corporates-financial-results quarterly,Third Quarter,Steelcast Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-31,STEELCITY,2025-01-31,NSE corporates-financial-results quarterly,Third Quarter,Steel City Securities Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-25,STEELXIND,2025-01-25,NSE corporates-financial-results quarterly,Third Quarter,STEEL EXCHANGE INDIA LIMITED,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-22,STEL,2025-01-22,NSE corporates-financial-results quarterly,Third Quarter,Stel Holdings Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-05,STERTOOLS,2025-02-05,NSE corporates-financial-results quarterly,Third Quarter,Sterling Tools Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-17,STLTECH,2025-01-17,NSE corporates-financial-results quarterly,Third Quarter,Sterlite Technologies Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-03,STOVEKRAFT,2025-02-03,NSE corporates-financial-results quarterly,Third Quarter,Stove Kraft Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-08,STYLAMIND,2025-02-08,NSE corporates-financial-results quarterly,Third Quarter,Stylam Industries Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-29,STYLEBAAZA,2025-01-29,NSE corporates-financial-results quarterly,Third Quarter,Baazar Style Retail Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-31,STYRENIX,2025-01-31,NSE corporates-financial-results quarterly,Third Quarter,Styrenix Performance Materials Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-12,SUBEXLTD,2025-02-12,NSE corporates-financial-results quarterly,Third Quarter,Subex Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-30,SUBROS,2025-01-30,NSE corporates-financial-results quarterly,Third Quarter,Subros Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-29,SUDARCOLOR,2025-01-29,NSE corporates-financial-results quarterly,Third Quarter,Sudarshan Colorants India Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-03-07,SUDARCOLOR,2025-03-07,NSE corporates-financial-results quarterly,Third Quarter,Sudarshan Colorants India Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,SUDARSCHEM,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,Sudarshan Chemical Industries Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-11,SUKHJITS,2025-02-11,NSE corporates-financial-results quarterly,Third Quarter,Sukhjit Starch & Chemicals Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-06,SULA,2025-02-06,NSE corporates-financial-results quarterly,Third Quarter,Sula Vineyards Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-13,SUMEETINDS,2025-02-13,NSE corporates-financial-results quarterly,Third Quarter,Sumeet Industries Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-27,SUMICHEM,2025-01-27,NSE corporates-financial-results quarterly,Third Quarter,Sumitomo Chemical India Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-10,SUMIT,2025-02-10,NSE corporates-financial-results quarterly,Third Quarter,Sumit Woods Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-31,SUMMITSEC,2025-01-31,NSE corporates-financial-results quarterly,Third Quarter,Summit Securities Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-31,SUNCLAY,2025-01-31,NSE corporates-financial-results quarterly,Third Quarter,Sundaram Clayton Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,SUNDARAM,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,Sundaram Multi Pap Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-03,SUNDARMFIN,2025-02-03,NSE corporates-financial-results quarterly,Third Quarter,Sundaram Finance Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-11,SUNDRMBRAK,2025-02-11,NSE corporates-financial-results quarterly,Third Quarter,Sundaram Brake Linings Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-27,SUNDRMFAST,2025-01-27,NSE corporates-financial-results quarterly,Third Quarter,Sundram Fasteners Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-07,SUNDROP,2025-02-07,NSE corporates-financial-results quarterly,Third Quarter,Sundrop Brands Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-13,SUNFLAG,2025-02-13,NSE corporates-financial-results quarterly,Third Quarter,Sunflag Iron And Steel Company Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-31,SUNPHARMA,2025-01-31,NSE corporates-financial-results quarterly,Third Quarter,Sun Pharmaceutical Industries Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-20,SUNTECK,2025-01-20,NSE corporates-financial-results quarterly,Third Quarter,Sunteck Realty Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-07,SUNTV,2025-02-07,NSE corporates-financial-results quarterly,Third Quarter,Sun TV Network Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,SUPERHOUSE,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,Superhouse Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-29,SUPERSPIN,2025-01-29,NSE corporates-financial-results quarterly,Third Quarter,Super Spinning Mills Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-12,SUPRAJIT,2025-02-12,NSE corporates-financial-results quarterly,Third Quarter,Suprajit Engineering Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-10,SUPREME,2025-02-10,NSE corporates-financial-results quarterly,Third Quarter,Supreme Holdings & Hospitality (India) Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,SUPREMEENG,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,Supreme Engineering Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-20,SUPREMEIND,2025-01-20,NSE corporates-financial-results quarterly,Third Quarter,Supreme Industries Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-06-17,SUPREMEINF,2025-06-17,NSE corporates-financial-results quarterly,Third Quarter,Supreme Infrastructure India Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2026-07-04,SUPREMEINF,2026-07-04,NSE event-calendar,Financial Results/Other business matters,Supreme Infrastructure India Limited,https://www.nseindia.com/api/event-calendar,2026-07-03T14:04:51.745795+05:30
2025-01-24,SUPRIYA,2025-01-24,NSE corporates-financial-results quarterly,Third Quarter,Supriya Lifescience Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-10,SURAJEST,2025-02-10,NSE corporates-financial-results quarterly,Third Quarter,Suraj Estate Developers Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-03,SURAJLTD,2025-02-03,NSE corporates-financial-results quarterly,Third Quarter,Suraj Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-08,SURAKSHA,2025-02-08,NSE corporates-financial-results quarterly,Third Quarter,Suraksha Diagnostic Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-25,SURANASOL,2025-01-25,NSE corporates-financial-results quarterly,Third Quarter,Surana Solar Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-04,SURANASOL,2025-02-04,NSE corporates-financial-results quarterly,Third Quarter,Surana Solar Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-03,SURANAT&P,2025-02-03,NSE corporates-financial-results quarterly,Third Quarter,Surana Telecom and Power Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-14,SURYALAXMI,2025-02-14,NSE corporates-financial-results quarterly,Third Quarter,Suryalakshmi Cotton Mills Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-06,SURYAROSNI,2025-02-06,NSE corporates-financial-results quarterly,Third Quarter,Surya Roshni Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-24,SURYODAY,2025-01-24,NSE corporates-financial-results quarterly,Third Quarter,Suryoday Small Finance Bank Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-07,SUTLEJTEX,2025-02-07,NSE corporates-financial-results quarterly,Third Quarter,Sutlej Textiles and Industries Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-24,SUVEN,2025-01-24,NSE corporates-financial-results quarterly,Third Quarter,Suven Life Sciences Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-15,SUVIDHAA,2025-02-15,NSE corporates-financial-results quarterly,Third Quarter,Suvidhaa Infoserve Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-12,SUYOG,2025-02-12,NSE corporates-financial-results quarterly,Third Quarter,Suyog Telematics Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-01-28,SUZLON,2025-01-28,NSE corporates-financial-results quarterly,Third Quarter,Suzlon Energy Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-07,SVLL,2025-02-07,NSE corporates-financial-results quarterly,Third Quarter,Shree Vasu Logistics Limited,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
2025-02-15,SVPGLOB,2025-02-15,NSE corporates-financial-results quarterly,Third Quarter,SVP GLOBAL TEXTILES LIMITED,https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly,2026-07-03T14:04:51.745795+05:30
